# Année CM&LiveElectronics RecordedElectronics Classique
1981	0	0	1
1982	0	0	0
1983	0	0	1
1984	0	0	1
1985	0	1	1
1986	0	2	3
1987	0	1	2
1988	1	0	1
1989	0	0	3
1990	0	1	1
1991	1	0	4
1992	2	0	1
1993	2	0	1
1994	0	0	1
1995	0	0	1
1996	4	0	3
1997	1	0	2
1998	4	0	1
1999	4	1	1
2000	4	0	0
2001	4	1	2
2002	4	2	1
2003	5	1	2
2004	5	4	1
2005	7	2	1
2006	8	2	1
2007	4	0	1
2008	3	0	2
2009	3	0	3
2010	3	1	1
2011	2	0	0
2012	2	0	2
2013	4	1	1
2014	3	2	2
2015	2	1	1
2016	1	0	1

